17-DMAG	2-Methoxyestradiol	Abiraterone	Afatinib	Aflibercept	Aldesleukin	Aminophylline	Anakinra	Anastrozole	Arsenic trioxide	Axitinib	Azacitidine	Bevacizumab	Bortezomib	Bosutinib	Brentuximab vedotin	Cabazitaxel	Canfosfamide	Capecitabine	Carmustine	Carvedilol	Cediranib	Celecoxib	Cetuximab	Chenodeoxycholic acid	Clofarabine	Cytarabine	Dacarbazine	Dasatinib	Daunorubicin	Decitabine	Dexamethasone	Diphenhydramine	Docetaxel	Doxorubicin	Emodin	Enalapril	Epirubicin	Erlotinib	Etodolac	Etoposide	Everolimus	Exemestane	Fenretinide	Fludarabine	Fluorouracil	Fulvestrant	Gefitinib	Gemcitabine	Gemtuzumab ozogamicin	Genistein	Ibritumomab tiuxetan	Idarubicin	Imatinib	Interferon alfa-2a	Ipilimumab	Irinotecan	Ixabepilone	Ketoconazole	Lansoprazole	Lapatinib	Lenalidomide	Letrozole	Leucovorin	LG100268	Metformin	Midazolam	Mitoxantrone	Naloxone	Octreotide	Olaparib	Oxycodone	Paclitaxel	Pazopanib	Peginterferon alfa-2b	Pemetrexed	Pertuzumab	Plitidepsin	Prednisone	Pregabalin	Propranolol	Rifampin	Rituximab	Romidepsin	Romiplostim	Simvastatin	Sirolimus	Sorafenib	Sunitinib	Tamoxifen	Temsirolimus	Thalidomide	Theophylline	Tipifarnib	Topotecan	Toremifene	Trastuzumab	Tretinoin	Trifluridine	Valproic Acid	Vandetanib	Vinorelbine	Vitamin D2	Vorinostat	Zoledronate	Zoledronic acid
Thalidomide	0	0	0.113475177304965	0.118055555555556	0	0	0.102449888641425	0	0.222222222222222	0	0	0.211832061068702	0	0.290240811153359	0.160356347438753	0	0.22883295194508	0.0293398533007335	0.313988095238095	0.204592901878914	0.316430020283976	0	0.291666666666667	0	0.301652892561983	0.225053078556263	0	0	0.285981308411215	0.225053078556263	0.229083665338645	0.169369369369369	0.103864734299517	0.293135435992579	0.384498480243161	0	0.273885350318471	0.384498480243161	0.210526315789474	0.249462365591398	0.223451327433628	0.2765625	0.197278911564626	0	0.187363834422658	0.190376569037657	0.13953488372093	0.182022471910112	0.227083333333333	0	0	0	0.121621621621622	0.354838709677419	0	0	0.240860215053763	0.20704845814978	0.16079295154185	0.334410339256866	0.134292565947242	0.316788321167883	0.235421166306695	0.108695652173913	0	0.184615384615385	0.143968871595331	0.222457627118644	0.0752941176470588	0.270566727605119	0	0.284153005464481	0.342902711323764	0.227626459143969	0	0.210161662817552	0	0	0.202925045703839	0.306962025316456	0.142857142857143	0	0	0	0	0.188183807439825	0.33394495412844	0.222903885480573	0.264347826086957	0.219607843137255	0.263713080168776	1	0.0945945945945946	0	0.191142191142191	0.154566744730679	0	0.292424242424242	0.0121951219512195	0.324817518248175	0.231683168316832	0.231441048034935	0.0262529832935561	0.122596153846154	0.256461232604374	0.256461232604374
Theophylline	0	0	0.0827586206896552	0.0974025974025974	0	0	0.905263157894737	0	0.102564102564103	0	0	0.106896551724138	0	0.0748091603053435	0.0894736842105263	0	0.131979695431472	0.114583333333333	0.0900383141762452	0.123931623931624	0.135593220338983	0	0.0969387755102041	0	0.112676056338028	0.128755364806867	0	0	0.103244837758112	0.168888888888889	0.118081180811808	0.105610561056106	0.181818181818182	0.0911680911680912	0.0914076782449726	0	0.153225806451613	0.0914076782449726	0.11214953271028	0.191964285714286	0.127358490566038	0.0934782608695652	0.103092783505155	0	0.121359223300971	0.118421052631579	0.121019108280255	0.121693121693122	0.0912698412698413	0	0	0	0.171974522292994	0.102244389027431	0	0	0.109704641350211	0.10377358490566	0.145161290322581	0.0916844349680171	0.127659574468085	0.0788990825688073	0.126637554585153	0.178861788617886	0	0.108374384236453	0.127572016460905	0.138528138528139	0.1171875	0.120588235294118	0	0.133333333333333	0.0977130977130977	0.0709459459459459	0	0.105263157894737	0	0	0.106109324758842	0.0681293302540416	0.131428571428571	0	0	0	0	0.117073170731707	0.107238605898123	0.105058365758755	0.081151832460733	0.0731707317073171	0.104651162790698	0.0945945945945946	1	0	0.119318181818182	0.0914634146341463	0	0.0888888888888889	0.0202020202020202	0.0899470899470899	0.1	0.131221719457014	0.0357142857142857	0.108695652173913	0.123674911660777	0.123674911660777
Tipifarnib	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Topotecan	0	0	0.174193548387097	0.235668789808917	0	0	0.12568306010929	0	0.263392857142857	0	0	0.258181818181818	0	0.131987577639752	0.29608938547486	0	0.32620320855615	0.0645161290322581	0.166994106090373	0.195020746887967	0.232876712328767	0	0.191099476439791	0	0.262962962962963	0.297297297297297	0	0	0.227692307692308	0.220338983050847	0.286274509803922	0.142857142857143	0.135135135135135	0.283018867924528	0.175803402646503	0	0.187022900763359	0.175803402646503	0.270531400966184	0.221757322175732	0.333333333333333	0.170731707317073	0.298913043478261	0	0.242718446601942	0.222707423580786	0.33112582781457	0.247368421052632	0.293103448275862	0	0	0	0.229411764705882	0.232189973614776	0	0	0.285714285714286	0.301507537688442	0.233160621761658	0.169934640522876	0.362962962962963	0.169847328244275	0.274774774774775	0.297709923664122	0	0.262626262626263	0.115671641791045	0.263157894736842	0.12751677852349	0.173410404624277	0	0.198847262247839	0.202173913043478	0.195804195804196	0	0.298342541436464	0	0	0.156739811912226	0.103368176538908	0.186170212765957	0	0	0	0	0.203791469194313	0.209944751381215	0.245967741935484	0.190217391304348	0.224264705882353	0.244979919678715	0.191142191142191	0.119318181818182	0	1	0.214285714285714	0	0.146341463414634	0.024390243902439	0.200549450549451	0.193548387096774	0.348039215686274	0.0522388059701493	0.194630872483221	0.233812949640288	0.233812949640288
Toremifene	0	0	0.154929577464789	0.165562913907285	0	0	0.0867052023121387	0	0.244131455399061	0	0	0.131034482758621	0	0.0989180834621329	0.132275132275132	0	0.185567010309278	0.0363636363636364	0.138339920948617	0.158798283261803	0.136212624584718	0	0.138020833333333	0	0.191881918819188	0.153846153846154	0	0	0.175925925925926	0.173913043478261	0.143911439114391	0.121311475409836	0.153846153846154	0.174698795180723	0.126865671641791	0	0.14453125	0.126865671641791	0.195121951219512	0.136929460580913	0.171428571428571	0.123348017621145	0.270114942528736	0	0.14975845410628	0.124463519313305	0.236486486486486	0.140625	0.146341463414634	0	0	0	0.136904761904762	0.148337595907928	0	0	0.163793103448276	0.21105527638191	0.182795698924731	0.138157894736842	0.211678832116788	0.135496183206107	0.280193236714976	0.16030534351145	0	0.183673469387755	0.137651821862348	0.120331950207469	0.136363636363636	0.118155619596542	0	0.127478753541076	0.128691983122363	0.186813186813187	0	0.185792349726776	0	0	0.121405750798722	0.0837209302325581	0.132596685082873	0	0	0	0	0.16256157635468	0.129032258064516	0.13671875	0.122994652406417	0.197718631178707	0.131782945736434	0.154566744730679	0.0914634146341463	0	0.214285714285714	1	0	0.114285714285714	0.0485436893203883	0.147945205479452	0.153846153846154	0.195348837209302	0.0695652173913043	0.159420289855072	0.152482269503546	0.152482269503546
Trastuzumab	NA	NA	0	0	NA	NA	0	NA	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	NA	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	NA	NA	0	0	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	NA	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	0	0
Tretinoin	0	0	0.100840336134454	0.112033195020747	0	0	0.093812375249501	0	0.170411985018727	0	0	0.198606271777003	0	0.261484098939929	0.145708582834331	0	0.187122736418511	0.0304347826086957	0.276944065484311	0.171003717472119	0.222996515679443	0	0.241433021806854	0	0.255514705882353	0.202290076335878	0	0	0.262350936967632	0.204588910133843	0.207207207207207	0.197952218430034	0.0991379310344828	0.235584843492586	0.292225201072386	0	0.229755178907721	0.292225201072386	0.222222222222222	0.233463035019455	0.197628458498024	0.248206599713056	0.157370517928287	0	0.181818181818182	0.207766990291262	0.117283950617284	0.162650602409639	0.193308550185874	0	0	0	0.113131313131313	0.309061488673139	0	0	0.168831168831169	0.171539961013645	0.157684630738523	0.253922967189729	0.114406779661017	0.283602150537634	0.19047619047619	0.0987124463519313	0	0.158512720156556	0.136524822695035	0.184210526315789	0.0759493670886076	0.236363636363636	0	0.21669341894061	0.278571428571429	0.171232876712329	0	0.160965794768612	0	0	0.201013513513514	0.247104247104247	0.116600790513834	0	0	0	0	0.173228346456693	0.25	0.183636363636364	0.228346456692913	0.184210526315789	0.21415270018622	0.292424242424242	0.0888888888888889	0	0.146341463414634	0.114285714285714	0	1	0.012987012987013	0.242424242424242	0.192579505300353	0.18426103646833	0.0233050847457627	0.0878661087866109	0.225402504472272	0.225402504472272
Trifluridine	0	0	0	0.0208333333333333	0	0	0.0185185185185185	0	0.016304347826087	0	0	0.0121457489878543	0	0.00956937799043062	0.0149253731343284	0	0.0201342281879195	0.0285714285714286	0.0121951219512195	0.0267379679144385	0.0153846153846154	0	0.00842696629213483	0	0.012396694214876	0.0158730158730159	0	0	0.0202020202020202	0.0158730158730159	0.0175438596491228	0.0272373540856031	0.0285714285714286	0.00970873786407767	0.0115384615384615	0	0.0238095238095238	0.0115384615384615	0.0182926829268293	0.0208333333333333	0.0181818181818182	0.0117096018735363	0.0214285714285714	0	0.0191082802547771	0.0279329608938547	0.0294117647058824	0.0291970802919708	0.0099009900990099	0	0	0	0.018018018018018	0.0164383561643836	0	0	0.0158730158730159	0.01875	0.0364963503649635	0.0114678899082569	0.0232558139534884	0.0117416829745597	0.016304347826087	0.0277777777777778	0	0.0131578947368421	0.0201005025125628	0.0212765957446809	0.0285714285714286	0.0197368421052632	0	0.00946372239747634	0.0110619469026549	0.0165289256198347	0	0.0220588235294118	0	0	0.0148698884758364	0.00707547169811321	0.032520325203252	0	0	0	0	0.025974025974026	0.00884955752212389	0.0142857142857143	0.0118343195266272	0.0128205128205128	0.014218009478673	0.0121951219512195	0.0202020202020202	0	0.024390243902439	0.0485436893203883	0	0.012987012987013	1	0.0148809523809524	0.021551724137931	0.0170454545454545	0.0465116279069767	0.0123456790123457	0.0164609053497942	0.0164609053497942
Valproic Acid	0	0	0.108938547486034	0.136111111111111	0	0	0.0963541666666667	0	0.251256281407035	0	0	0.222222222222222	0	0.216494845360825	0.179419525065963	0	0.2088772845953	0.0327380952380952	0.262090483619345	0.223844282238443	0.260964912280702	0	0.285988483685221	0	0.320665083135392	0.223844282238443	0	0	0.220675944333996	0.226829268292683	0.214765100671141	0.163967611336032	0.126470588235294	0.22156862745098	0.301710730948678	0	0.240566037735849	0.301710730948678	0.174447174447174	0.270676691729323	0.174019607843137	0.210097719869707	0.197889182058047	0	0.171641791044776	0.184210526315789	0.185185185185185	0.183246073298429	0.194895591647332	0	0	0	0.107049608355091	0.277153558052434	0	0	0.186320754716981	0.167487684729064	0.195250659630607	0.307826086956522	0.133522727272727	0.26605504587156	0.238805970149254	0.103151862464183	0	0.18925831202046	0.165532879818594	0.200477326968974	0.0942857142857143	0.275154004106776	0	0.295687885010267	0.263157894736842	0.19017094017094	0	0.145038167938931	0	0	0.194274028629857	0.24332977588047	0.143603133159269	0	0	0	0	0.190355329949239	0.258188824662813	0.188208616780045	0.195970695970696	0.231460674157303	0.209677419354839	0.324817518248175	0.0899470899470899	0	0.200549450549451	0.147945205479452	0	0.242424242424242	0.0148809523809524	1	0.199124726477024	0.206896551724138	0.0439882697947214	0.0826446280991736	0.234513274336283	0.234513274336283
Vandetanib	0	0	0.172	0.224899598393574	0	0	0.100694444444444	0	0.155425219941349	0	0	0.225201072386059	0	0.186440677966102	0.190972222222222	0	0.268551236749117	0.0384615384615385	0.223958333333333	0.163265306122449	0.192405063291139	0	0.235807860262009	0	0.25207756232687	0.239130434782609	0	0	0.259259259259259	0.166666666666667	0.2296918767507	0.132211538461538	0.0856031128404669	0.204176334106729	0.195758564437194	0	0.202279202279202	0.195758564437194	0.263513513513513	0.195845697329377	0.179245283018868	0.257874015748031	0.17056856187291	0	0.187702265372168	0.156804733727811	0.151291512915129	0.234042553191489	0.184438040345821	0	0	0	0.114982578397213	0.259259259259259	0	0	0.176991150442478	0.237458193979933	0.148026315789474	0.206703910614525	0.189516129032258	0.220910623946037	0.208588957055215	0.110671936758893	0	0.168284789644013	0.108108108108108	0.216463414634146	0.08984375	0.188505747126437	0	0.18961625282167	0.213893967093236	0.279661016949153	0	0.21830985915493	0	0	0.151079136690647	0.149512459371614	0.151724137931034	0	0	0	0	0.158730158730159	0.211920529801325	0.242603550295858	0.285714285714286	0.168421052631579	0.295384615384615	0.231683168316832	0.1	0	0.193548387096774	0.153846153846154	0	0.192579505300353	0.021551724137931	0.199124726477024	1	0.173252279635258	0.0285714285714286	0.137795275590551	0.223719676549865	0.223719676549865
Vinorelbine	0	0	0.163366336633663	0.165094339622642	0	0	0.135964912280702	0	0.217391304347826	0	0	0.223926380368098	0	0.174174174174174	0.244541484716157	0	0.297413793103448	0.0632183908045977	0.209345794392523	0.235507246376812	0.211143695014663	0	0.203791469194313	0	0.23125	0.267657992565056	0	0	0.234972677595628	0.24	0.245098039215686	0.153631284916201	0.110552763819095	0.287709497206704	0.211849192100539	0	0.221476510067114	0.211849192100539	0.229571984435798	0.214788732394366	0.337552742616034	0.190573770491803	0.216666666666667	0	0.25609756097561	0.228782287822878	0.239024390243902	0.213389121338912	0.302583025830258	0	0	0	0.230046948356808	0.241050119331742	0	0	0.277153558052434	0.310924369747899	0.187755102040816	0.175298804780877	0.247368421052632	0.178761061946903	0.253731343283582	0.192513368983957	0	0.202380952380952	0.142857142857143	0.235507246376812	0.110552763819095	0.186046511627907	0	0.208762886597938	0.239263803680982	0.211656441717791	0	0.285714285714286	0	0	0.172222222222222	0.118171683389075	0.159663865546218	0	0	0	0	0.180769230769231	0.191747572815534	0.23972602739726	0.221393034825871	0.221518987341772	0.218120805369128	0.231441048034935	0.131221719457014	0	0.348039215686274	0.195348837209302	0	0.18426103646833	0.0170454545454545	0.206896551724138	0.173252279635258	1	0.0601092896174863	0.17258883248731	0.249211356466877	0.249211356466877
Vitamin D2	0	0	0.0520833333333333	0.0462962962962963	0	0	0.0330578512396694	0	0.0631578947368421	0	0	0.03515625	0	0.0188679245283019	0.0342465753424658	0	0.0569620253164557	0.02	0.0301204819277108	0.050761421319797	0.0371747211895911	0	0.0274725274725275	0	0.04	0.0402010050251256	0	0	0.0324675324675325	0.0615384615384615	0.0378151260504202	0.0333333333333333	0.0609756097560976	0.0283018867924528	0.0207547169811321	0	0.036036036036036	0.0207547169811321	0.04	0.0497512437810945	0.0457142857142857	0.0323325635103926	0.0533333333333333	0	0.0479041916167665	0.0257731958762887	0.0619469026548673	0.0540540540540541	0.0478468899521531	0	0	0	0.032258064516129	0.0265957446808511	0	0	0.0454545454545455	0.0470588235294118	0.0397350993377483	0.0247191011235955	0.0618556701030928	0.0250481695568401	0.0466321243523316	0.0595238095238095	0	0.0496894409937888	0.0234741784037559	0.0454545454545455	0.0609756097560976	0.035031847133758	0	0.0403726708074534	0.0305676855895196	0.0316205533596838	0	0.0547945205479452	0	0	0.032258064516129	0.0223529411764706	0.0441176470588235	0	0	0	0	0.0484848484848485	0.043859649122807	0.0410958904109589	0.0258620689655172	0.0413223140495868	0.0409090909090909	0.0262529832935561	0.0357142857142857	0	0.0522388059701493	0.0695652173913043	0	0.0233050847457627	0.0465116279069767	0.0439882697947214	0.0285714285714286	0.0601092896174863	1	0.0777777777777778	0.0522088353413655	0.0522088353413655
Vorinostat	0	0	0.131147540983607	0.171875	0	0	0.102040816326531	0	0.154589371980676	0	0	0.135338345864662	0	0.0736677115987461	0.175	0	0.207100591715976	0.0864197530864197	0.0978043912175649	0.12962962962963	0.136690647482014	0	0.116847826086957	0	0.137931034482759	0.134883720930233	0	0	0.141479099678457	0.150943396226415	0.154471544715447	0.101045296167247	0.117117117117117	0.126934984520124	0.0946969696969697	0	0.160869565217391	0.0946969696969697	0.17741935483871	0.158878504672897	0.164021164021164	0.117782909930716	0.181818181818182	0	0.171270718232044	0.118483412322275	0.162962962962963	0.155688622754491	0.142857142857143	0	0	0	0.18705035971223	0.122015915119363	0	0	0.184466019417476	0.214689265536723	0.127906976744186	0.0931263858093126	0.15702479338843	0.0984555984555985	0.149038461538462	0.235294117647059	0	0.150837988826816	0.0625	0.178743961352657	0.0598290598290598	0.100303951367781	0	0.0973451327433628	0.0993520518358531	0.1640625	0	0.20125786163522	0	0	0.109215017064846	0.0534883720930233	0.098159509202454	0	0	0	0	0.141304347826087	0.122507122507123	0.188340807174888	0.135446685878963	0.137795275590551	0.161572052401747	0.122596153846154	0.108695652173913	0	0.194630872483221	0.159420289855072	0	0.0878661087866109	0.0123456790123457	0.0826446280991736	0.137795275590551	0.17258883248731	0.0777777777777778	1	0.154440154440154	0.154440154440154
Zoledronate	0	0	0.160919540229885	0.175373134328358	0	0	0.123711340206186	0	0.220543806646526	0	0	0.290055248618785	0	0.226551226551227	0.234265734265734	0	0.32258064516129	0.0368852459016393	0.261022927689594	0.19941348973607	0.26246719160105	0	0.233404710920771	0	0.297752808988764	0.243161094224924	0	0	0.274509803921569	0.243161094224924	0.286532951289398	0.159036144578313	0.133333333333333	0.271634615384615	0.224052718286656	0	0.274336283185841	0.224052718286656	0.226837060702875	0.232835820895522	0.262295081967213	0.257751937984496	0.237113402061856	0	0.200636942675159	0.175953079178886	0.210526315789474	0.18936877076412	0.234604105571848	0	0	0	0.141868512110727	0.321348314606742	0	0	0.22089552238806	0.25	0.177049180327869	0.248576850094877	0.196078431372549	0.254700854700855	0.294871794871795	0.187755102040816	0	0.261904761904762	0.160220994475138	0.254601226993865	0.111538461538462	0.260765550239234	0	0.226027397260274	0.281368821292776	0.218421052631579	0	0.223367697594502	0	0	0.177884615384615	0.155339805825243	0.162162162162162	0	0	0	0	0.221498371335505	0.247767857142857	0.246376811594203	0.239467849223947	0.194736842105263	0.238505747126437	0.256461232604374	0.123674911660777	0	0.233812949640288	0.152482269503546	0	0.225402504472272	0.0164609053497942	0.234513274336283	0.223719676549865	0.249211356466877	0.0522088353413655	0.154440154440154	1	1
Zoledronic acid	0	0	0.160919540229885	0.175373134328358	0	0	0.123711340206186	0	0.220543806646526	0	0	0.290055248618785	0	0.226551226551227	0.234265734265734	0	0.32258064516129	0.0368852459016393	0.261022927689594	0.19941348973607	0.26246719160105	0	0.233404710920771	0	0.297752808988764	0.243161094224924	0	0	0.274509803921569	0.243161094224924	0.286532951289398	0.159036144578313	0.133333333333333	0.271634615384615	0.224052718286656	0	0.274336283185841	0.224052718286656	0.226837060702875	0.232835820895522	0.262295081967213	0.257751937984496	0.237113402061856	0	0.200636942675159	0.175953079178886	0.210526315789474	0.18936877076412	0.234604105571848	0	0	0	0.141868512110727	0.321348314606742	0	0	0.22089552238806	0.25	0.177049180327869	0.248576850094877	0.196078431372549	0.254700854700855	0.294871794871795	0.187755102040816	0	0.261904761904762	0.160220994475138	0.254601226993865	0.111538461538462	0.260765550239234	0	0.226027397260274	0.281368821292776	0.218421052631579	0	0.223367697594502	0	0	0.177884615384615	0.155339805825243	0.162162162162162	0	0	0	0	0.221498371335505	0.247767857142857	0.246376811594203	0.239467849223947	0.194736842105263	0.238505747126437	0.256461232604374	0.123674911660777	0	0.233812949640288	0.152482269503546	0	0.225402504472272	0.0164609053497942	0.234513274336283	0.223719676549865	0.249211356466877	0.0522088353413655	0.154440154440154	1	1
