Abiraterone	Afatinib	Aflibercept	Aldesleukin	Aminophylline	Anakinra	Anastrozole	Arsenic trioxide	Axitinib	Azacitidine	Bevacizumab	Bexarotene	Bortezomib	Bosutinib	Brentuximab vedotin	Busulfan	Cabazitaxel	Capecitabine	Carboplatin	Carmustine	Carvedilol	Cediranib	Celecoxib	Cetuximab	Chenodeoxycholic acid	Chlorambucil	Cisplatin	Clofarabine	Cyclophosphamide	Cytarabine	Dacarbazine	Dasatinib	Daunorubicin	Decitabine	Dexamethasone	Diphenhydramine	Docetaxel	Doxorubicin	Enalapril	Epirubicin	Erlotinib	Etodolac	Etoposide	Everolimus	Exemestane	Fludarabine	Fluorouracil	Fotemustine	Fulvestrant	Gefitinib	Gemcitabine	Idarubicin	Imatinib	Interferon alfa-2a	Ipilimumab	Irinotecan	Ixabepilone	Ketoconazole	Lansoprazole	Lapatinib	Lenalidomide	Letrozole	Lomustine	Melphalan	Metformin	Methotrexate	Methoxsalen	Midazolam	Midostaurin	Mitomycin	Mitoxantrone	Naloxone	Octreotide	Olaparib	Oxaliplatin	Oxycodone	Paclitaxel	Pazopanib	Peginterferon alfa-2b	Pemetrexed	Pertuzumab	Prednisone	Pregabalin	Procainamide	Propranolol	Rituximab	Romidepsin	Romiplostim	Rosiglitazone	Simvastatin	Sirolimus	Sorafenib	Sunitinib	Tamoxifen	Temozolomide	Temsirolimus	Thalidomide	Theophylline	Topotecan	Toremifene	Trabectedin	Trastuzumab	Tretinoin	Trientine	Trifluridine	Vandetanib	Vincristine	Vinorelbine	Vorinostat	Zoledronic acid
Chenodeoxycholic acid	0.0820849986238988	0.135335283236613	0.367879441171442	0.0820849986238988	0.367879441171442	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.606530659712633	0.0820849986238988	0.606530659712633	0.22313016014843	0.22313016014843	0.0820849986238988	0.135335283236613	0.22313016014843	0.606530659712633	0.0820849986238988	0.367879441171442	0.367879441171442	1	0.22313016014843	0.22313016014843	0.0820849986238988	0.367879441171442	0.0820849986238988	0.0820849986238988	0.135335283236613	0.22313016014843	0.0820849986238988	0.606530659712633	0.22313016014843	0.0820849986238988	0.0820849986238988	0.606530659712633	0.135335283236613	0.0820849986238988	0.135335283236613	0.22313016014843	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.367879441171442	0.0820849986238988	0.367879441171442	0.367879441171442	0.0820849986238988	0.22313016014843	0.367879441171442	0.367879441171442	0.135335283236613	0.367879441171442	0.0820849986238988	0.367879441171442	0.22313016014843	0.0820849986238988	0.367879441171442	0.22313016014843	0.606530659712633	0.367879441171442	0.22313016014843	0.135335283236613	0.0820849986238988	0.606530659712633	0.135335283236613	0.367879441171442	0.135335283236613	0.22313016014843	0.0820849986238988	0.606530659712633	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.367879441171442	0.367879441171442	0.22313016014843	0.22313016014843	0.606530659712633	0.135335283236613	0.367879441171442	0.22313016014843	0.367879441171442	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.367879441171442	0.367879441171442	0.22313016014843	0.367879441171442	0.135335283236613	0.606530659712633	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.367879441171442
Chlorambucil	0.0820849986238988	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.367879441171442	0.22313016014843	0.0820849986238988	0.135335283236613	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	1	0.22313016014843	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.135335283236613	0.22313016014843	0.0820849986238988	0.367879441171442	0.22313016014843	0.0820849986238988	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.135335283236613	0.22313016014843	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.0820849986238988	0.367879441171442	0.22313016014843	0.22313016014843	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.367879441171442	0.22313016014843	0.22313016014843	0.606530659712633	0.135335283236613	0.0820849986238988	0.22313016014843	0.135335283236613	0.22313016014843	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.22313016014843	0.22313016014843	0.367879441171442	0.22313016014843	0.22313016014843	0.135335283236613	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.367879441171442	0.367879441171442	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.22313016014843	0.367879441171442	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843
Cisplatin	0.0820849986238988	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.135335283236613	0.367879441171442	0.22313016014843	0.0820849986238988	0.367879441171442	0.22313016014843	0.22313016014843	0.22313016014843	1	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.135335283236613	0.22313016014843	0.0820849986238988	0.606530659712633	0.367879441171442	0.0820849986238988	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.135335283236613	0.22313016014843	0.367879441171442	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.367879441171442	0.22313016014843	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.367879441171442	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.0820849986238988	0.22313016014843	0.135335283236613	0.22313016014843	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.606530659712633	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.22313016014843	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843
Clofarabine	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	1	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988
Cyclophosphamide	0.0820849986238988	0.135335283236613	0.367879441171442	0.0820849986238988	0.367879441171442	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.367879441171442	0.0820849986238988	0.367879441171442	0.22313016014843	0.22313016014843	0.0820849986238988	0.135335283236613	0.22313016014843	0.367879441171442	0.0820849986238988	0.606530659712633	0.367879441171442	0.367879441171442	0.22313016014843	0.22313016014843	0.0820849986238988	1	0.0820849986238988	0.0820849986238988	0.135335283236613	0.22313016014843	0.0820849986238988	0.606530659712633	0.22313016014843	0.0820849986238988	0.0820849986238988	0.367879441171442	0.135335283236613	0.0820849986238988	0.135335283236613	0.22313016014843	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.367879441171442	0.0820849986238988	0.367879441171442	0.367879441171442	0.0820849986238988	0.22313016014843	0.367879441171442	0.367879441171442	0.135335283236613	0.367879441171442	0.0820849986238988	0.367879441171442	0.22313016014843	0.0820849986238988	0.367879441171442	0.22313016014843	0.367879441171442	0.367879441171442	0.22313016014843	0.135335283236613	0.0820849986238988	0.367879441171442	0.135335283236613	0.367879441171442	0.135335283236613	0.22313016014843	0.0820849986238988	0.367879441171442	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.367879441171442	0.367879441171442	0.22313016014843	0.22313016014843	0.367879441171442	0.135335283236613	0.367879441171442	0.22313016014843	0.367879441171442	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.367879441171442	0.367879441171442	0.22313016014843	0.367879441171442	0.135335283236613	0.367879441171442	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.367879441171442
Cytarabine	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	1	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988
Dacarbazine	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	1	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.606530659712633	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988
Dasatinib	0.0820849986238988	0.606530659712633	0.135335283236613	0.0820849986238988	0.135335283236613	0.367879441171442	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	1	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.0820849986238988	0.0820849986238988	0.135335283236613	0.367879441171442	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.606530659712633	0.135335283236613	0.0820849986238988	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.367879441171442	0.135335283236613	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.0820849986238988	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613
Daunorubicin	0.0820849986238988	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.135335283236613	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.135335283236613	1	0.0820849986238988	0.367879441171442	0.22313016014843	0.0820849986238988	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.135335283236613	0.367879441171442	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.367879441171442	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.0820849986238988	0.22313016014843	0.135335283236613	0.22313016014843	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.367879441171442	0.22313016014843	0.135335283236613	0.22313016014843	0.367879441171442	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.367879441171442	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.22313016014843	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843
Decitabine	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	1	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988
Dexamethasone	0.367879441171442	0.135335283236613	0.367879441171442	0.0820849986238988	0.606530659712633	0.135335283236613	0.135335283236613	0.0820849986238988	0.0820849986238988	0.135335283236613	0.135335283236613	0.0820849986238988	0.606530659712633	0.0820849986238988	0.606530659712633	0.606530659712633	0.22313016014843	0.135335283236613	0.606530659712633	0.367879441171442	0.606530659712633	0.0820849986238988	0.606530659712633	0.367879441171442	0.606530659712633	0.367879441171442	0.606530659712633	0.135335283236613	0.606530659712633	0.22313016014843	0.0820849986238988	0.135335283236613	0.367879441171442	0.0820849986238988	1	0.367879441171442	0.135335283236613	0.0820849986238988	0.606530659712633	0.135335283236613	0.0820849986238988	0.606530659712633	0.367879441171442	0.367879441171442	0.135335283236613	0.0820849986238988	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.22313016014843	0.367879441171442	0.0820849986238988	0.606530659712633	0.606530659712633	0.135335283236613	0.606530659712633	0.606530659712633	0.367879441171442	0.367879441171442	0.367879441171442	0.0820849986238988	0.367879441171442	0.367879441171442	0.0820849986238988	0.367879441171442	0.606530659712633	0.606530659712633	0.367879441171442	0.367879441171442	0.367879441171442	0.22313016014843	0.606530659712633	0.135335283236613	0.367879441171442	0.135335283236613	0.22313016014843	0.135335283236613	0.606530659712633	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.367879441171442	0.606530659712633	0.606530659712633	0.367879441171442	0.606530659712633	0.135335283236613	0.367879441171442	0.606530659712633	0.367879441171442	0.135335283236613	0.367879441171442	0.606530659712633	0.606530659712633	0.22313016014843	0.367879441171442	0.22313016014843	0.606530659712633	0.367879441171442	0.22313016014843	0.367879441171442	0.367879441171442	0.606530659712633	0.367879441171442	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.367879441171442
Diphenhydramine	0.0820849986238988	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.135335283236613	0.0820849986238988	0.22313016014843	0.135335283236613	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.135335283236613	0.367879441171442	0.22313016014843	0.0820849986238988	0.367879441171442	0.22313016014843	0.22313016014843	0.22313016014843	0.367879441171442	0.0820849986238988	0.22313016014843	0.0820849986238988	0.0820849986238988	0.135335283236613	0.22313016014843	0.135335283236613	0.367879441171442	1	0.0820849986238988	0.0820849986238988	0.22313016014843	0.135335283236613	0.0820849986238988	0.135335283236613	0.22313016014843	0.367879441171442	0.0820849986238988	0.367879441171442	0.0820849986238988	0.22313016014843	0.0820849986238988	0.135335283236613	0.0820849986238988	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.367879441171442	0.22313016014843	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.367879441171442	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.0820849986238988	0.22313016014843	0.135335283236613	0.22313016014843	0.135335283236613	0.22313016014843	0.0820849986238988	0.22313016014843	0.135335283236613	0.22313016014843	0.135335283236613	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.22313016014843	0.22313016014843	0.22313016014843	0.0820849986238988	0.22313016014843	0.22313016014843	0.367879441171442	0.0820849986238988	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.22313016014843	0.135335283236613	0.22313016014843	0.22313016014843	0.135335283236613	0.0820849986238988	0.0820849986238988	0.22313016014843
Docetaxel	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	1	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.135335283236613	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988	0.0820849986238988
