drug,DEG,logFC
ABT-737,DDIT4,2.24720931520649
ABT-737,MTHFD2,1.46807870677873
ABT-737,HERPUD1,2.88375960144342
ABT-737,MARS,1.38704111996819
ABT-737,DDIT3,1.94403565631193
ABT-737,CARS,0.857549629959406
ABT-737,AARS,1.03834678612504
ABT-737,SNRPD1,-1.14430647270352
ABT-737,GTPBP2,1.22575483135148
ABT-737,YARS,1.13088874255909
ABT-737,GLTP,1.13778954861211
ABT-737,GOT1,1.30669605965708
ABT-737,EMSY,0.524738573560529
ABT-737,ZCCHC8,0.892117752748378
ABT-737,PPIF,-1.49318005056942
ABT-737,MAPKAPK5,1.39876424565035
ABT-737,SHMT2,1.25897521598667
ABT-737,FHL2,-0.916133763743386
ABT-737,BCLAF1,-0.986718126371797
ABT-737,ACSF2,-0.942448873145908
ABT-737,C1QTNF1,0.615114174637142
ABT-737,KTN1,-0.951734150157258
ABT-737,MPO,-1.66557119406906
ABT-737,SSR4,0.973006837508261
ABT-737,PLAA,-0.729148916169706
ABT-737,DNAJB9,1.38545637972215
ABT-737,HYOU1,1.16108105229397
ABT-737,TRIB3,2.26553359218672
ABT-737,PIM2,0.934061480503458
ABT-737,PHKA1,1.11665970203923
ABT-737,NUPR1,1.49709556149501
ABT-737,GAPDH,-0.588005673651599
ABT-737,B4GAT1,-0.690991139879413
ABT-737,UTP14A,-0.828203369589411
ABT-737,EIF2AK3,1.13446672289979
ABT-737,TMEM260,-1.071246881111
ABT-737,DYNLRB1,-0.801888110590909
ABT-737,FOXF2,0.991654199712417
ABT-737,PTPRC,1.04763907077266
ABT-737,LGALS14,-0.497130015317131
ABT-737,HSPA12A,-0.949459880006079
ABT-737,CDH6,-0.938389890334184
ABT-737,PHYH,-1.6090107197855
ABT-737,FICD,0.591115470026054
ABT-737,OS9,1.11789324236851
ABT-737,ADIPOR2,0.838488962136063
ABT-737,BOP1,-1.07361373714372
ABT-737,CRYL1,-1.07274012472115
ABT-737,LSM3,-0.891257678761203
ABT-737,NAE1,-0.650182331309599
ABT-737,PLEKHA4,-0.788243723850624
ABT-737,B9D1,-0.798564106810325
ABT-737,JCHAIN,1.64001514163672
ABT-737,NPAS1,-0.444545124091354
ABT-737,NUCB2,0.778641467000924
ABT-737,SOCS6,-0.850594651465321
ABT-737,DYRK4,0.753101666768391
ABT-737,ACHE,-0.447113420449049
ABT-737,PSMC1,-0.641535861819397
ABT-737,RB1,0.836753761067111
ABT-737,ST3GAL1,0.857430574940703
ABT-737,ERCC2,-0.644226555730783
ABT-737,MYC,0.525396833232809
ABT-737,SH2B3,1.06148242482952
ABT-737,HLA-E,0.61336551928053
ABT-737,RAD1,0.776715919083238
ABT-737,LAX1,0.83136373875188
ABT-737,CLTA,-0.946344955294741
ABT-737,SLC1A5,0.738910104714183
ABT-737,PIN4,-0.818131493587118
ABT-737,PEPD,-0.734728336334231
ABT-737,TRIB1,0.753598998574652
ABT-737,MAPKAPK5-AS1,0.773251084720388
ABT-737,PHGDH,0.761336008707682
ABT-737,OGFOD1,0.800239534939035
ABT-737,AP5M1,-0.66398006327012
ABT-737,MED13L,0.823806084838567
ABT-737,GFPT1,0.980818439932429
ABT-737,ITGB1,0.741164674945907
ABT-737,NIPBL,0.534800674401076
ABT-737,SEPT8,-0.794516577440152
ABT-737,PSMC6,-0.709984396018238
ABT-737,UTP18,-0.600453311321778
ABT-737,C1D,-0.504757899864045
ABT-737,ARHGEF9,0.650081858915442
ABT-737,ATF4,1.1219381164102
ABT-737,FAM179B,-0.689061407949411
ABT-737,MYO10,0.76201831125746
ABT-737,HBP1,0.835576249103923
ABT-737,EGF,0.914678779302857
ABT-737,PSMA3,-0.964057445526125
ABT-737,ZBTB1,-0.773588068345013
ABT-737,PBLD,-1.07535444521436
ABT-737,GATM,-1.73520660634134
ABT-737,INTS7,0.514464172662475
ABT-737,ZNF131,1.39650002647848
ABT-737,ACSBG1,-0.798062188952576
ABT-737,SEC24D,0.708564664803301
ABT-737,PDE4D,0.953987397399604
ABT-737,REL,0.7295215363596
ABT-737,GORASP1,-0.628722373177024
ABT-737,ALDOB,-1.15415172950894
ABT-737,PIKFYVE,0.622664839613671
ABT-737,SLC2A3,1.61918417145224
ABT-737,VRK1,-0.798293557821535
ABT-737,HSPB11,-1.01796519522573
ABT-737,TP53,-0.664007850721772
ABT-737,SLC30A9,-0.772785355063042
ABT-737,CNPPD1,0.677695900786158
ABT-737,UBXN7,0.81327200870888
ABT-737,TPRKB,-0.728118447696465
ABT-737,HSPA13,1.19529284215441
ABT-737,TTC12,-0.628702088898301
ABT-737,VGLL3,-0.649383633744479
ABT-737,SPA17,-1.01883525006911
ABT-737,FAM20B,0.532090397442087
ABT-737,CXCL10,1.44133596794278
ABT-737,EIF3A,-0.688926238639683
ABT-737,PMPCA,-0.573765380709776
ABT-737,PAPOLA,-0.901231859244553
ABT-737,RFX5,1.27222933956221
ABT-737,DAZAP1,0.601811151878508
ABT-737,TRAPPC10,-0.561405957913868
ABT-737,SLC46A3,-0.940077655455645
ABT-737,ASNS,1.64517771963979
ABT-737,C14orf166,-1.18725771062515
ABT-737,GPRC5B,-1.06833620632396
ABT-737,FBXO42,0.490510197246776
ABT-737,CCNG2,1.30205149276584
ABT-737,LRP3,-0.506030624988029
ABT-737,KIF3A,-0.660779214372821
ABT-737,ZNF264,0.865965469210755
ABT-737,HAVCR1,-0.930125463242624
ABT-737,CLC,-1.60605809735317
ABT-737,SLC4A4,-1.67038240853478
ABT-737,MIPEP,-1.10559974464716
ABT-737,SLC15A1,-0.530383844001618
ABT-737,SAMM50,-0.74092123555202
ABT-737,HSPA1A,-0.99467984367819
ABT-737,BRD1,0.629749195248472
ABT-737,GARS,0.922624260771511
ABT-737,PHC3,0.530678089927225
ABT-737,ELANE,-1.32488660718881
ABT-737,TNKS2,0.715398489260207
ABT-737,DEFA4,-1.31976511899163
ABT-737,LSM14B,0.400438780878106
ABT-737,AHCY,-1.00835265365301
ABT-737,SLC7A1,1.17674654605342
ABT-737,UBE2C,-1.07192504172231
ABT-737,NUP160,0.584741059471582
ABT-737,LYPD1,-1.09785620838988
ABT-737,TMEM41B,0.850531615462956
ABT-737,SEC23B,0.571682224086688
ABT-737,SRPX2,-0.803611063489727
ABT-737,TULP3,0.768772704928527
ABT-737,LYRM1,-0.717478410870422
ABT-737,NECAP1,0.87106239561941
ABT-737,TAF5L,0.410353609159883
ABT-737,ITGA2,0.623551396762623
ABT-737,WARS,1.38022003921808
ABT-737,FGG,1.60540425543692
ABT-737,XPOT,0.959768285938339
ABT-737,CSRNP2,0.572163207858215
ABT-737,DESI2,0.624664311315499
ABT-737,LAMP3,1.47228782550961
ABT-737,ABHD18,0.690211127786077
ABT-737,SEMA3F,0.81197240305882
ABT-737,PITPNA,-0.632122455858714
ABT-737,MEST,0.745085940641516
ABT-737,FAM129A,2.51043259513144
ABT-737,CDA,-0.979403851079003
ABT-737,CDK14,0.972473181930242
ABT-737,C9orf116,-0.600265446831199
ABT-737,ISG20,1.2200614751554
ABT-737,BTN2A2,0.598162019954007
ABT-737,CARKD,0.909238857381483
ABT-737,GNPDA1,-0.528522790647019
ABT-737,CAPRIN2,-0.830925118689447
ABT-737,TEKT2,-0.581804785073969
ABT-737,MBOAT7,0.812439338833678
ABT-737,HLA-F,0.826111905715048
ABT-737,TOPBP1,0.634476988923316
ABT-737,TBXA2R,1.86280427960789
ABT-737,PNN,-1.0976754730823
ABT-737,PRSS3,-0.971143673448001
ABT-737,FKBP14,0.827687352311379
ABT-737,METTL21B,0.779745517992509
ABT-737,OAS2,1.16348866504782
ABT-737,CTSG,-1.40559608796064
ABT-737,HS2ST1,0.758534179014317
ABT-737,PXDN,1.47266748372246
ABT-737,C7orf49,-0.542558127758549
ABT-737,FRMPD1,-0.449995905745262
ABT-737,SLC27A3,1.43481521045461
ABT-737,DCSTAMP,0.609734119153493
ABT-737,IQCK,-0.786798631443697
ABT-737,MAGEB2,0.869684588675406
ABT-737,FBLN1,1.1835263897391
ABT-737,TBC1D15,0.579351934732176
ABT-737,TCERG1,-0.46371960172466
ABT-737,PRSS23,-0.613421842163682
ABT-737,HSPB1,-0.630795404022808
ABT-737,SERPINA1,1.80911394194061
ABT-737,NIT2,-0.798340208390179
ABT-737,DYNC2LI1,-0.763970417134902
ABT-737,ARG1,-1.26068555607515
ABT-737,SMC3,0.873957685395784
ABT-737,CXorf21,0.564004935470285
ABT-737,SSBP1,-0.934675067078833
ABT-737,RAD17,0.400035493514117
ABT-737,PIK3C2A,0.718511978785197
ABT-737,NDUFB1,-0.798478958653466
ABT-737,GPR37L1,-0.381566968618655
ABT-737,ARHGEF2,0.626368821835983
ABT-737,SNRPE,-0.660990453233902
ABT-737,RSF1,0.441739320755007
ABT-737,KDM7A,0.599512413436294
ABT-737,TACC3,-0.554675429475074
ABT-737,EFNB2,-1.24313242528953
ABT-737,C1orf56,0.725126972385481
ABT-737,MVP,-0.575281386281931
ABT-737,ERP29,1.20704494738111
ABT-737,HSBP1,-0.669422261855178
ABT-737,GMIP,-0.496231499840233
ABT-737,UBTD1,-0.41823466151368
ABT-737,MAPKAPK3,-1.44003192116232
ABT-737,ADCK2,-0.4584210246217
ABT-737,SP110,-0.427449371300491
ABT-737,CSNK1D,0.625189977533678
ABT-737,CHRDL1,1.27654243216795
ABT-737,ZSCAN32,0.469203850802256
ABT-737,ZDHHC24,-0.483712205699845
ABT-737,BET1,0.806548829172171
ABT-737,IFT88,-0.668471083921544
ABT-737,CHL1,-1.23064277686325
ABT-737,SLC12A7,0.67512614586774
ABT-737,TOR1A,-0.475849633123362
ABT-737,NEK11,-0.549977134255804
ABT-737,RNF216,0.44727827053444
ABT-737,ADGRA3,-0.74249196987526
ABT-737,IDH1,0.92254756478702
ABT-737,CTSL,-0.699335556404259
ABT-737,DSG1,-0.980965034634457
ABT-737,DERA,-0.925829279656505
ABT-737,CNP,-0.856742167005348
ABT-737,MAP2K4,-0.630263534246709
ABT-737,KLHDC4,-0.333201740302292
ABT-737,TXNDC15,0.619249138177613
ABT-737,ETFB,-0.307147343953446
ABT-737,ADARB2,-0.325051419875202
ABT-737,GNAL,-0.802596519975101
ABT-737,SRI,-0.821846167246502
ABT-737,MTA1,-0.864666779836019
ABT-737,HIBCH,-0.762129975300209
ABT-737,LMNB1,1.22660290961172
ABT-737,BMP4,1.45040384460898
ABT-737,TMEM231,-0.632655302683513
ABT-737,ADCY9,1.12733976046244
ABT-737,GADD45GIP1,-0.549487525341557
ABT-737,FHOD1,-0.675024584227915
ABT-737,SLC6A1,-0.564756818846158
ABT-737,ATP2A2,0.866287390391031
ABT-737,PDAP1,0.793757550856645
ABT-737,PIK3CA,1.04466717850929
ABT-737,CCND2,1.09134239542718
ABT-737,PCID2,0.627143214730652
ABT-737,KIF13B,-0.565967634612439
ABT-737,TNFSF15,0.611380371392942
ABT-737,ASCL1,-0.921195885714363
ABT-737,SPATS2,0.816535781411567
ABT-737,TMEM140,0.641807046591068
ABT-737,INHBE,0.619828836590637
ABT-737,CDX2,-0.308943790547985
ABT-737,MMP3,-0.918832087049295
ABT-737,ADAMTS5,-1.11261171920627
ABT-737,PSME1,-0.431916367773917
ABT-751,CEBPA,-2.41838173772774
ABT-751,MCM2,-1.58763027191162
ABT-751,FOSL1,2.39216718954199
ABT-751,SSBP2,4.32773059723424
ABT-751,SKP2,-2.53107481376798
ABT-751,EGR1,1.70654583678526
ABT-751,PF4,1.75069384481393
ABT-751,NPC1,1.28503610573563
ABT-751,TIMP2,1.30036981433046
ABT-751,FLRT3,2.31683112593258
ABT-751,R3HDM4,1.42691515473758
ABT-751,CDKN1A,1.28685634276446
ABT-751,TRIB1,1.19555679022097
ABT-751,SPR,-1.04516781077665
ABT-751,ATF3,2.87890280695523
ABT-751,F2RL1,3.07226999133241
ABT-751,RHBDF1,1.60062638918558
ABT-751,IER3,1.67777607487697
ABT-751,PPIF,-1.85533850800758
ABT-751,NAA50,1.08470104254929
ABT-751,GATA3,3.29898022436628
ABT-751,PSIP1,-0.978712923386514
ABT-751,STAT5B,1.59852183566374
ABT-751,DPP6,-1.05736596444074
ABT-751,ALDH9A1,-1.16414747986139
ABT-751,C1QB,-2.72965096492394
ABT-751,TMEM2,1.20562650643143
ABT-751,PPP1R9A,-1.11486932343128
ABT-751,SIRT3,2.24468222786398
ABT-751,CTNND2,-1.24960853539261
ABT-751,ACSL5,1.91662988943212
ABT-751,PRC1,-1.24187311939165
ABT-751,SSBP3,0.769488484251731
ABT-751,MYO6,2.22378477863237
ABT-751,CIR1,0.853465510349648
ABT-751,GLRX3,1.1693052965052
ABT-751,PMEPA1,1.56445473549413
ABT-751,LCT,0.577281713485717
ABT-751,DZIP3,-0.944322366340491
ABT-751,EHMT2,-0.969815567427991
ABT-751,CHIC2,1.35461705338721
ABT-751,RAP1B,1.2096579729342
ABT-751,SDPR,1.24428631745133
ABT-751,NINJ1,1.01321674795712
ABT-751,RHCG,1.25523177782695
ABT-751,CARD9,-0.768703946880262
ABT-751,PTTG1,-1.43115801904715
ABT-751,MPDZ,-1.66905529826295
ABT-751,NR4A1,1.58470793798858
ABT-751,FASN,-1.49927316927442
ABT-751,PHLDA2,2.03073141621608
ABT-751,PPP2R2D,0.590955930597641
ABT-751,SFN,1.39704536924175
ABT-751,MAGEA3,-3.29545338714824
ABT-751,GORASP2,0.727699859469546
ABT-751,USP12,1.21243516604106
ABT-751,CSNK1E,0.744000967811134
ABT-751,YWHAE,1.31804566289864
ABT-751,KIAA0907,-0.683826666252289
ABT-751,SLC2A10,-1.4632889102487
ABT-751,DROSHA,-1.39470480937584
ABT-751,SERPINA1,-2.97025271023021
ABT-751,RALA,0.542605315937715
ABT-751,SEC31A,1.34758888506422
ABT-751,MAGEA12,-2.11357230064916
ABT-751,MYC,0.662663310181863
ABT-751,FAM46C,-1.20502794723885
ABT-751,LINC00623,-1.48824565083373
ABT-751,ISOC1,-1.04351236773472
ABT-751,MAGEA6,-2.5524292529798
ABT-751,B9D2,0.580172674328675
ABT-751,PAXBP1,-0.739184052336449
ABT-751,EFEMP1,2.33538855524624
ABT-751,TF,-2.65044059005438
ABT-751,UTP14A,-1.16530292174395
ABT-751,JADE2,1.17189326473311
ABT-751,CD55,1.89986320570403
ABT-751,SMIM8,-0.746057926439771
ABT-751,A2M,-1.78554091734044
ABT-751,KCTD5,1.04923511486428
ABT-751,ASPM,-1.08720756512062
ABT-751,DHRS2,-2.24385818780637
ABT-751,GBE1,1.47936664843092
ABT-751,C3AR1,-1.75393388785568
ABT-751,GPER1,-0.778510350807039
ABT-751,BID,-1.81281767639459
ABT-751,TMEM62,0.777837056739658
ABT-751,IL17RB,-1.93493334452311
ABT-751,EPHX3,1.08628808750826
ABT-751,HERC3,0.454372611700316
ABT-751,C1QA,-2.07127190571205
ABT-751,ADORA3,-1.00597508280885
ABT-751,RAP2A,-1.44233975223467
ABT-751,NDNF,1.87261098506404
ABT-751,TICAM1,0.801327237895889
ABT-751,SLC1A5,0.877018676084628
ABT-751,DTNA,-1.12769010020237
ABT-751,TTYH1,-1.04353906126583
ABT-751,GABPB1,0.87297303536359
ABT-751,SMAGP,1.33584312831655
ABT-751,DDR2,-1.2577952076407
ABT-751,DUSP4,1.00931472638074
ABT-751,RGS19,-1.03767129954169
ABT-751,LHFPL2,1.18277445961447
ABT-751,REV1,0.744054280075378
ABT-751,CCND2,-1.60895766230191
ABT-751,ITPR3,1.35815991607367
ABT-751,C1QL1,-1.09241932981155
ABT-751,CD209,-1.38205438969182
ABT-751,TOR1A,-0.905732318466785
ABT-751,SMURF1,0.842165180281094
ABT-751,BNIP2,1.11941426875545
ABT-751,RBMS3,0.814414099151013
ABT-751,SPAG9,0.858174412858255
ABT-751,GTPBP1,0.77479229253881
ABT-751,TCEA2,-1.08508178767036
ABT-751,EXOSC8,-0.922092980029532
ABT-751,PVRL2,0.865889025669474
ABT-751,ST8SIA5,0.69478715167326
ABT-751,ALPL,1.25230371718313
ABT-751,STEAP4,0.908953605913648
ABT-751,POM121,0.642197127435722
ABT-751,SLCO2B1,-1.44800538175246
ABT-751,UPK3B,-0.88795171064489
ABT-751,ARIH1,0.929640400643444
ABT-751,METTL7A,-2.13767249677695
ABT-751,MARS,0.780841855441826
ABT-751,SERPINB8,0.856308296615001
ABT-751,SPRR3,1.79340828155332
ABT-751,FRMD8,0.478572854808733
ABT-751,PBX1,-2.03697103145075
ABT-751,PPFIA3,-0.624858426112753
ABT-751,TUBB2A,2.31919604189255
ABT-751,CDH6,-1.01430649850883
ABT-751,RRN3,0.800714259054154
ABT-751,FLNB,1.2445083879957
ABT-751,SNX10,-1.28258528896407
ABT-751,KCNJ1,0.527582989019506
ABT-751,CCT5,-1.35146184061088
ABT-751,ANKMY2,-0.952376169316909
ABT-751,GNB5,1.35886001119427
ABT-751,SLC38A4,-1.00078924964456
ABT-751,NDUFA2,0.42091646381453
ABT-751,PNMAL1,-1.44954940851997
ABT-751,TMEM161A,-0.585030396779378
ABT-751,FASTKD3,-1.0596341899797
ABT-751,MCM3,-0.607291455362362
ABT-751,RARRES2,-1.83902169676388
ABT-751,IDI1,-1.35166263580322
ABT-751,MCM4,-0.892740352481015
ABT-751,CEP112,-0.626048943575693
ABT-751,PLEKHG3,-1.09336556640326
ABT-751,DYNLT3,1.85464558414385
ABT-751,RRS1,2.16495034273933
ABT-751,SLC27A6,-1.06711396049051
ABT-751,RHOC,0.955359458923343
ABT-751,SMAD3,1.27012992840187
ABT-751,SLC17A2,-0.678425293342742
ABT-751,USP21,-0.751320946450327
ABT-751,EPHA2,1.06839939659717
ABT-751,SLCO1B1,-0.62581291853213
ABT-751,KIAA0101,-1.45269561281391
ABT-751,SCD,-2.16327482111313
ABT-751,ARG1,-1.71146888826407
ABT-751,KIAA1033,-1.75155272437077
ABT-751,SERPINE1,2.36510047725603
ABT-751,CFLAR,1.52725323976255
ABT-751,LTBP1,1.60141361811582
ABT-751,COX6C,-0.895081809922762
ABT-751,HIVEP1,0.811245506885005
ABT-751,ITGB4,-1.16841318560582
ABT-751,SEPT8,-0.961116169013232
ABT-751,TEC,0.486279169718426
ABT-751,SSRP1,-0.658005452623556
ABT-751,LRP6,-0.504200042462816
ABT-751,SCAPER,-0.450794710832482
ABT-751,ARNT2,-1.84849276262171
ABT-751,BMP6,1.26358922322591
ABT-751,FMOD,-0.924820970086491
ABT-751,LIAS,-0.890670070461196
ABT-751,CASR,0.457318796831021
ABT-751,TOM1L1,-1.26129975505904
ABT-751,TBC1D2B,-0.897440138985127
ABT-751,FABP7,-1.94057555292167
ABT-751,RPL39L,1.21480039288016
ABT-751,HOMER3,-1.20060573839674
ABT-751,FXYD6,-1.70263989766438
ABT-751,NUP88,-0.466505901486259
ABT-751,TRIM14,-1.45583123319289
ABT-751,DNAAF5,-0.860312218759571
ABT-751,IL1RAP,-1.08319240925359
ABT-751,HERC1,0.932922365618687
ABT-751,PRKCD,0.857646829941696
ABT-751,SPRR1B,1.40663742551617
ABT-751,RC3H2,-0.743991992052866
ABT-751,PPP4R1,1.16653351222767
ABT-751,ELOVL6,-0.741964975992838
ABT-751,CHEK2,1.34122156161888
ABT-751,DYSF,-1.08536060651143
ABT-751,GSTK1,-1.02551708969415
ABT-751,IRX5,1.24286407349156
ABT-751,PRKAB1,0.753321222230501
ABT-751,DAZAP1,0.705361109153896
ABT-751,MYO9A,0.549365412955189
ABT-751,TFR2,-0.973853602128869
ABT-751,TXNRD1,1.47835734311273
ABT-751,TGDS,-0.652146460963233
ABT-751,ECE1,0.880034979651959
ABT-751,NRL,0.443629573373235
ABT-751,TMCC1,-0.835581246544334
ABT-751,INPPL1,-0.709465625239353
ABT-751,ILK,1.13526730911405
ABT-751,ADAP2,-0.753823046590764
ABT-751,THOC7,0.796992582433365
ABT-751,HOXD1,1.29119567310109
ABT-751,ABCC1,1.33678540061502
ABT-751,SNAPC2,-0.461247350655349
ABT-751,KLHL7,0.762187434177774
ABT-751,TSG101,0.717796218161491
ABT-751,MTMR3,0.831086962830789
ABT-751,UBE2B,1.46672335325503
ABT-751,EVI5,-0.928470293680823
ABT-751,PDE4A,-0.992037684309717
ABT-751,BRCA1,-0.583163962644691
ABT-751,HERC6,1.14343924382153
ABT-751,PAK7,0.593879573485428
ABT-751,ZNF512B,-1.18408983828975
ABT-751,DEFA4,-1.55373989367018
ABT-751,PKI55,-0.500180454815136
ABT-751,CSGALNACT1,1.38101292416161
ABT-751,TYROBP,-1.41682276071287
ABT-751,XCL1,-1.50701985639684
ABT-751,PEG3,-2.20625434202306
ABT-751,RXRG,0.539405603034824
ABT-751,KLF7,1.12490741879332
ABT-751,TMED3,0.802043774548699
ABT-751,ATXN7,0.844010960822007
ABT-751,TBCC,0.640248897028906
ABT-751,PIGA,0.88744888118669
ABT-751,LGALS14,0.51552015659856
ABT-751,KLHL18,0.619313427046236
ABT-751,PRKRA,0.797312142802221
ABT-751,CECR1,-1.30836216608683
ABT-751,TMEM43,0.659898056703455
ABT-751,TMPRSS11D,0.748726433398677
ABT-751,BTN1A1,0.554945814843271
ABT-751,BRIX1,-0.714734339246563
ABT-751,FZD6,1.3731262847489
ABT-751,VGLL3,-0.705566812964041
ABT-751,NASP,-0.77012723099952
ABT-751,BDNF,1.30780676065707
ABT-751,RABAC1,1.08193992633446
ABT-751,DUSP1,1.46401297344881
ABT-751,RNF11,0.871515764909635
ABT-751,OXLD1,-0.66984250498753
ABT-751,SLC24A3,-1.51145828471464
ABT-751,COLGALT1,-0.604132586834472
ABT-751,SEMA4G,-0.840928685431383
ABT-751,SRP54,1.26775233885821
ABT-751,INPP1,0.590653517666988
ABT-751,ANGPTL7,0.600699892231066
ABT-751,PRPSAP1,-1.22367233388564
ABT-751,BHLHE40,0.815220080169975
ABT-751,ITGB3BP,-0.800477775872919
ABT-751,RGS20,1.07071523572884
ABT-751,ABAT,-1.81703699336332
ABT-751,SNX3,-0.94198346605488
ABT-751,ADRBK2,-0.784599551967546
ABT-751,ATRN,0.647531813266233
ABT-751,CAMK2G,-0.717310437969133
ABT-751,ACTN1,-1.68658688489128
ABT-751,NCOA3,-0.899868291967053
ABT-751,ATP6V0E1,0.953317025128533
ABT-751,FMO5,1.29916354721668
ABT-751,FAM162A,-1.13998286396849
ABT-751,PARVB,0.834150183434577
ABT-751,PRSS21,-1.21917537614411
ABT-751,FGF7,0.684594705993054
ABT-751,CUX1,1.102513738707
ABT-751,GPATCH8,1.54842350997177
ABT-751,DUSP2,1.40786939976262
ABT-751,SP2,0.870876143960391
ABT-751,SYNJ2,0.961776364083383
ABT-751,MAGEB1,-0.54263882076039
ABT-751,COL6A2,-1.31807958845999
ABT-751,MRPL57,-0.921839078267412
ABT-751,ACTR10,0.781877826241885
ABT-751,SOX4,1.06840920448303
ABT-751,SERPINA7,-0.972047230776617
ABT-751,MAST4,1.28122479541629
ABT-751,DENND3,-0.89829936214522
ABT-751,BEX1,-2.67739614785886
ABT-751,DCTN2,0.730070235682466
ABT-751,CHPF2,0.548940092909571
ABT-751,CHMP1B,0.824355158151366
ABT-751,GDPD5,-1.14402110903871
ABT-751,HYOU1,1.06613164789537
ABT-751,MALL,1.5963648814781
ABT-751,PSEN1,0.694205494487987
ABT-751,ARF4,1.0261008645974
ABT-751,ICE1,-0.900510002585018
ABT-751,SAP30L-AS1,0.74003699714062
ABT-751,PEG10,-1.25662761576035
ABT-751,VASH1,-0.794192150527355
ABT-751,HOXC5,0.461010287789742
ABT-751,ZNF91,-1.64538674261056
ABT-751,RIPK4,1.14418055496964
ABT-751,EXOC7,-0.884806941537298
ABT-751,RTN3,-1.05731000619776
ABT-751,RBM12B,-0.755815982818603
ABT-751,IER2,1.15758383040335
ABT-751,RAB29,-1.3542442929511
ABT-751,ALAS2,-0.892195353321002
ABT-751,SLC6A1,-0.790415315067065
ABT-751,C8orf44,-0.622606974022063
ABT-751,ITGA2,0.673551905388928
ABT-751,SLC38A10,-1.05587882154128
ABT-751,PRKCB,-1.10325641024346
ABT-751,COBL,-1.52657203807258
ABT-751,PAPPA,0.866877717130325
ABT-751,FLT1,-1.47843916275922
ABT-751,SRR,0.507334134157964
ABT-751,SIGLEC1,-0.855858713972801
ABT-751,TSPAN12,-1.64750774233949
ABT-751,FAM175B,0.457915605283247
ABT-751,KIF1A,-1.16173292141335
ABT-751,PDGFA,0.878430838678398
ABT-751,RSRP1,-0.871746362424364
ABT-751,B4GAT1,-0.576749221951351
ABT-751,NDUFB2,-0.967636426289875
ABT-751,SLC25A24,0.911987187815646
ABT-751,VAMP8,1.612210521511
ABT-751,MMP11,-1.35644685053358
ABT-751,DUSP8,0.749980748868457
ABT-751,CLPX,1.16611518111884
ABT-751,TM4SF1,2.87117285354465
ABT-751,QTRT1,-0.606280223996033
ABT-751,PNMA2,-1.72680149826349
ABT-751,KRCC1,0.930261331446033
ABT-751,MAGEA1,-0.975672352547736
ABT-751,SLC35C1,0.510435702754002
ABT-751,CLDN4,1.24882353520861
ABT-751,ENTPD1,-1.57386017780678
ABT-751,RORB,0.292207418703567
ABT-751,SDF2,0.90884123129003
ABT-751,NUCKS1,-0.684461266386741
ABT-751,RFC1,-0.54124059864119
ABT-751,CERS4,-0.806689154868035
ABT-751,NPAT,0.69071254309486
ABT-751,YTHDC1,0.692140897115072
ABT-751,MAFF,0.833664281695496
ABT-751,YTHDF2,0.848436589334524
ABT-751,NDC1,0.77585491479612
ABT-751,GNG10,-0.9279308459338
ABT-751,SUB1,-1.21471172220567
ABT-751,PKD2,0.879288645351637
ABT-751,C2CD5,-2.13929474120046
ABT-751,OAS2,1.23756372811748
ABT-751,SCAF8,0.840044718162687
ABT-751,PPP4R2,-0.37498761625851
ABT-751,FCGBP,-2.07730373681761
ABT-751,EDEM2,0.620459837072035
ABT-751,TTC23,-0.549562351376405
ABT-751,HEXIM1,0.534614647136018
ABT-751,KBTBD4,0.468514204025269
ABT-751,LECT2,-0.682743930349166
ABT-751,PADI2,-0.909369552836697
ABT-751,LRRC75B,0.39373787244161
ABT-751,HPCAL4,0.527422701611238
ABT-751,ITIH1,-0.691658440758197
ABT-751,GPRC5D,0.668937098746205
ABT-751,MARCH3,-1.43713646309048
ABT-751,PKNOX2,-0.621392035016822
ABT-751,FTSJ3,-0.592978225034825
ABT-751,ZSCAN16,0.604306314505782
ABT-751,MAP3K12,-0.647001575021182
ABT-751,PRPF19,-1.07174890181598
ABT-751,ZNF271P,-0.635813021192362
ABT-751,C2orf72,-0.678832474876854
ABT-751,MED24,-0.874698292975329
ABT-751,C3,-1.72839558358286
ABT-751,UBA3,0.724234950308709
ABT-751,NOL11,-1.0103380726833
ABT-751,MAGEA4,-1.11980834194258
ABT-751,TMEM254,-0.622039051616892
ABT-751,F10,-0.481688831366744
ABT-751,MOB4,0.674043047661874
ABT-751,NSUN5P1,-0.599700740739412
ABT-751,DUOX2,1.24561245534934
ABT-751,DSTN,1.0254259296492
ABT-751,DENND4B,-0.452064299115948
ABT-751,CKLF,-0.797749958786308
ABT-751,DNAJA2,0.757236611609368
ABT-751,CDK8,-0.756338460772645
ABT-751,OMG,-0.65587486005297
ABT-751,AOC2,0.489302625843122
ABT-751,MARC1,-1.01458912737229
ABT-751,KIAA0930,1.03336627810609
ABT-751,AMPD2,-0.779013661777272
ABT-751,AUH,-0.658940670537012
ABT-751,CDIPT,1.07619551116345
ABT-751,CER1,0.473157504025627
ABT-751,CDS2,0.633072385600971
ABT-751,TRIP13,-0.81158202302222
ABT-751,ZNF331,-1.3312048257566
ABT-751,TOP2A,-0.496060492945654
ABT-751,CCDC86,-2.55170246199065
ABT-751,CTDSP2,0.912221548604033
ABT-751,ITGB3,1.17752048373222
ABT-751,THAP10,-0.471829419042548
ABT-751,DCAF7,-0.567478652093925
