drug,DEG,logFC
Linifanib,PTPN21,-1.04706760247549
Linifanib,HSPA5,-2.99318108104525
Linifanib,NOL8,-1.99021540369306
Linifanib,METAP2,-1.71413313774835
Linifanib,TSKU,-3.4457935548964
Linifanib,RCOR1,-2.28279135908399
Linifanib,KCNB2,0.80318041642507
Linifanib,USP53,0.87044694877806
Linifanib,LALBA,1.17026364235651
Linifanib,TRIM32,-1.91004900705247
Linifanib,CLK4,-2.02808240481785
Linifanib,AIM1L,1.34998280661447
Linifanib,CEBPA,-3.34755870274134
Linifanib,TFDP2,2.44859161547252
Linifanib,AKR1B10,-4.52262649082002
Linifanib,PQLC1,-2.34210902168637
Linifanib,CLDN17,1.17105130922227
Linifanib,CCDC59,-2.42579723539807
Linifanib,NOP16,-3.10874594960894
Linifanib,KDM3A,-3.01387422425406
Linifanib,ZC3H4,-2.19833964393253
Linifanib,GPR87,1.96244791859672
Linifanib,ZC3H15,-2.20048669406346
Linifanib,BRD1,-1.92608403024219
Linifanib,TIMP2,1.96759335199991
Linifanib,DNAAF2,-1.893789319765
Linifanib,PLG,2.05761240209852
Linifanib,YTHDF3,-1.80325698284875
Linifanib,GNG4,1.37915773051125
Linifanib,C1orf174,-1.80858767600287
Linifanib,UQCC1,-1.80399617694673
Linifanib,E2F6,-1.80747027624221
Linifanib,ZBED4,-2.22806671119871
Linifanib,SLC6A14,-2.33951251847403
Linifanib,RPUSD2,-0.975301436015535
Linifanib,HPS6,-1.65506151176634
Linifanib,SAFB2,-1.58933650879633
Linifanib,SRSF7,-2.08251677240644
Linifanib,OS9,1.81249361378807
Linifanib,TRIM27,-1.55430303868793
Linifanib,PLK1,-3.68904293151129
Linifanib,NIPAL3,1.86268669650668
Linifanib,ARL4C,2.70128611723581
Linifanib,HMOX1,-2.97250777199155
Linifanib,IL1B,1.80764466240293
Linifanib,EXPH5,3.70404545749937
Linifanib,TTC4,-1.2322811001823
Linifanib,POLR1D,-2.5569040094103
Linifanib,FLCN,-1.56733358474005
Linifanib,ZBTB7A,-1.37797244389852
Linifanib,PUF60,-3.07749600637526
Linifanib,ZNF174,-0.722592921484083
Linifanib,RAB5C,-2.51403177352178
Linifanib,PTP4A3,2.8879395042147
Linifanib,SUV39H1,-2.46715635912759
Linifanib,ALDH1A1,-3.63744644891648
Linifanib,EIF4ENIF1,-1.51852599779765
Linifanib,KRBOX4,-1.51679238251277
Linifanib,SEC24B,-2.20653732617696
Linifanib,ADAMTSL3,2.14746063096183
Linifanib,PSMC6,-1.73391113962445
Linifanib,SRRM1,-1.20521008400689
Linifanib,MTPAP,-1.58651589211964
Linifanib,ZNF593,-2.38913850557237
Linifanib,IDUA,1.02683184828077
Linifanib,GRPEL1,-2.01321578025818
Linifanib,S100A14,2.56555305208479
Linifanib,CTCF,-1.43294412749154
Linifanib,DCP1A,-1.29624418985276
Linifanib,ARPC5L,-3.27560859067099
Linifanib,CACTIN,-0.953621313685459
Linifanib,NOL6,-1.31206003257206
Linifanib,URM1,-2.25159527006603
Linifanib,APBB1IP,2.19092036996569
Linifanib,ABCC3,-2.61300290198553
Linifanib,CFHR5,1.74066168637503
Linifanib,PIGC,-1.54206596669697
Linifanib,NFKB1,-2.02154722667875
Linifanib,RAG2,1.16598298436119
Linifanib,DOLK,-1.53875042143322
Linifanib,KCNC1,0.781836680003579
Linifanib,MIS12,-2.08662286258879
Linifanib,NMD3,-1.60452312514895
Linifanib,BIN3,-1.44930493831634
Linifanib,CDC27,-1.5275814419701
Linifanib,RPL36AL,-2.79559296653384
Linifanib,AGL,1.5590067250388
Linifanib,ZNF574,-1.54203576133365
Linifanib,TBP,-2.80103438241142
Linifanib,PPIF,-2.76384383156186
Linifanib,CASC3,-1.41298909414382
Linifanib,FBXL7,2.46201047443208
Linifanib,VPS37B,-2.30328127316066
Linifanib,SLC22A11,1.09349719115667
Linifanib,SNUPN,-1.64696301165081
Linifanib,SNRK,-1.85114863940647
Linifanib,HPS1,1.08196531590961
Linifanib,SCN9A,1.56628323168982
Linifanib,MEF2D,-1.28177713212513
Linifanib,RRAS2,-2.74612515313285
Linifanib,C7orf26,-1.72547677017393
Linifanib,PSPC1,-1.95549971716744
Linifanib,FKBP8,1.20293452626183
Linifanib,TPX2,-2.37615153903053
Linifanib,PTN,3.92017471790314
Linifanib,TFIP11,-1.16823597181411
Linifanib,PRKCE,0.744086799167452
Linifanib,MIOS,-1.67591921488444
Linifanib,TRDMT1,1.45824119590577
Linifanib,OSER1,-1.81129965328035
Linifanib,GTPBP4,-1.98204351606823
Linifanib,ZNF473,-1.25814239184061
Linifanib,CTPS1,-2.03160228048051
Linifanib,RAG1,2.04823851585388
Linifanib,TAF9,-1.28113267535255
Linifanib,DR1,-1.66390027886345
Linifanib,RIF1,-1.60832528840928
Linifanib,RSU1,1.69078213827951
Linifanib,ENOSF1,1.66788235164824
Linifanib,RNF138,-1.99043329556783
Linifanib,EPB41L3,3.12383123238881
Linifanib,HAO1,1.26844936325437
Linifanib,OXCT1,1.69599057379223
Linifanib,CKMT2,2.6849163827442
Linifanib,RPF1,-2.16950038501194
Linifanib,F8,2.25403874261039
Linifanib,MGA,-1.59354512464432
Linifanib,CARF,1.50542613438197
Linifanib,PRKX,2.03350870382218
Linifanib,GPBP1L1,-1.29614155633108
Linifanib,PSMD3,-2.87922553789047
Linifanib,P4HA1,1.82860844475883
Linifanib,TACO1,-1.22804531596956
Linifanib,ZBTB11,-2.46700257914407
Linifanib,POLD2,1.73745896702721
Linifanib,PCTP,-2.02721804096585
Linifanib,TOR1A,-2.36827228750501
Linifanib,PCDHGA1,0.898233975682942
Linifanib,IPPK,-1.26846944718134
Linifanib,MIA3,2.17785087085905
Linifanib,RNF4,-2.14597304662069
Linifanib,ORAI2,1.79760605380649
Linifanib,EIF2AK3,-1.4795629296984
Linifanib,COQ10B,-1.54301890872773
Linifanib,TSC1,-1.35898388567425
Linifanib,LARS2,-1.70188226018633
Linifanib,CFHR4,2.03523246447245
Linifanib,YARS,-2.43396696590242
Linifanib,UTP14A,-1.8578518799373
Linifanib,UBE2O,-1.26283020064944
Linifanib,LRIF1,-2.69477373077756
Linifanib,SREK1,-1.58432242983864
Linifanib,FHOD3,3.17948787836802
Linifanib,S100PBP,-1.88328693026588
Linifanib,BCOR,-1.35578981467655
Linifanib,IKZF5,-1.38234279836927
Linifanib,MUL1,-1.0012808981396
Linifanib,SACS,-2.84360249269576
Linifanib,PHF3,-1.55506106217702
Linifanib,BTG2,2.80751135803404
Linifanib,KAT8,-1.71303249540783
Linifanib,HMGN4,2.19049787521363
Linifanib,ZSCAN18,3.5315678744089
Linifanib,JADE1,-1.76592531658354
Linifanib,DNAJC4,0.929303282783149
Linifanib,ZNF75D,1.2402525969914
Linifanib,ZWILCH,-1.8311969836553
Linifanib,MRPS35,-2.08804630097888
Linifanib,DNAJA2,-1.71098278817675
Linifanib,EMP1,3.74166933127812
Linifanib,HJURP,-1.56854598862784
Linifanib,MFAP1,-0.993040062132334
Linifanib,MTO1,-1.10693488802228
Linifanib,TNS1,2.50189334437961
Linifanib,CHST10,-1.06590684254964
Linifanib,CHD2,1.03168063504355
Linifanib,ICT1,-2.35355960755122
Linifanib,NPLOC4,-1.82258330072675
Linifanib,AGFG1,-1.4311618010203
Linifanib,KAT7,-1.4883709407988
Linifanib,RENBP,1.4085076877049
Linifanib,LTB,1.84521121638162
Linifanib,TMSB15A,3.57912800425575
Linifanib,TCEB3,-1.66251044613974
Linifanib,KCNJ5,1.04521585078467
Linifanib,TCP1,-2.35520459356762
Linifanib,GTF2H2B,-1.82660633041745
Linifanib,PRKD2,-1.2487491823378
Linifanib,WDR33,-1.24115568683261
Linifanib,KIR2DL3,0.905810571852183
Linifanib,DLK1,-3.35593745821999
Linifanib,C14orf2,-2.94218138286045
Linifanib,LRRC37A4P,1.31221000921158
Linifanib,PTPRC,2.10683764730181
Linifanib,INTS5,-0.998718971297856
Linifanib,GCNT3,-2.45696565083095
Linifanib,NCAPG,-1.69504345031012
Linifanib,URB2,-1.23729823884509
Linifanib,C12orf43,-1.98124685741606
Linifanib,MAP1A,2.96589738982064
Linifanib,NUP153,-1.24678247315543
Linifanib,TDP1,-2.16272432463509
Linifanib,CSNK1D,-2.31066103208633
Linifanib,ITGA1,1.6877034107844
Linifanib,SH3BP5,2.0215125367755
Linifanib,CLUAP1,1.15430474848974
Linifanib,FBXO5,-1.40109410172417
Linifanib,BUB3,-2.42476856140863
Linifanib,HDAC9,2.04660488877977
Linifanib,PDE4A,1.78408326421465
Linifanib,NFASC,1.80707782790775
Linifanib,NAE1,-1.77620916139511
Linifanib,PCDHB6,0.842562675476076
Linifanib,TMPRSS6,1.6563009818395
Linifanib,CDC5L,-1.8792226201012
Linifanib,TIMM13,-2.46461527688162
Linifanib,NPVF,0.825219653901599
Linifanib,PDHB,1.14353260539827
Linifanib,LTBP1,3.743539194266
Linifanib,CDK5RAP1,-1.10029667899722
Linifanib,SUCLG2,1.87375120889573
Linifanib,ZNF84,-1.5729189373198
Linifanib,C8B,1.65779330616905
Linifanib,ZNF443,-1.4270973319099
Linifanib,DSN1,-1.17474806876409
Linifanib,BCLAF1,-1.57553621700832
Linifanib,S100P,-7.00022478330703
Linifanib,SEMA3F,1.52015306836082
Linifanib,RPL19,-0.764846290860861
Linifanib,AP1G1,-1.77507867699578
Linifanib,SMG5,-1.21503648303803
Linifanib,PSG5,2.49255839415959
Linifanib,ZZZ3,-1.84082714716593
Linifanib,CCNT1,-1.2669974224908
Linifanib,EDRF1,-1.40494192214239
Linifanib,PSMG2,-1.545417762938
Linifanib,TMEM259,2.04749328181857
Linifanib,FMO5,-2.39875824678511
Linifanib,NOTCH1,2.74081517968859
Linifanib,DOCK2,1.11062601350603
Linifanib,PTRH2,-2.44487384955089
Linifanib,ELL,-0.687305399349758
Linifanib,CCNJ,-1.37421006248111
Linifanib,POP1,-0.94781087693714
Linifanib,GEMIN2,-1.33749840373084
Linifanib,EIF4E2,-2.33465417226155
Linifanib,RNF6,-1.90581368264698
Linifanib,KCTD15,-1.35163603510175
Linifanib,IL10,0.925821730068751
Linifanib,SNPH,-1.00700306324732
Linifanib,RANBP2,-2.04230168887547
Linifanib,SMARCD1,-1.4566866840635
Linifanib,TMEM104,-1.08390208085378
Linifanib,ACTN1,-3.06110403651282
Linifanib,PTPRU,1.27210443360465
Linifanib,PCDHGA9,0.900170973369055
Linifanib,SERINC5,3.50713165601094
Linifanib,ATP5SL,-1.24092063449677
Linifanib,SH3GL3,2.20952111056873
Linifanib,PDE6D,1.68131105105082
Linifanib,HIST1H3A,1.00118595077878
Linifanib,ANGPTL3,1.59441984551293
Linifanib,SEMA3A,2.16671431064606
Linifanib,DPYD,3.43752724783762
Linifanib,GNE,-2.06129238151368
Linifanib,MED28,-2.05815240315029
Linifanib,ATF3,3.36655574753171
Linifanib,GGA3,-1.29558542796544
Linifanib,PSG3,0.848623656091235
Linifanib,KIF20B,-1.10349806717464
Linifanib,SUCO,-2.00361851283482
Linifanib,KDR,2.08429578940074
Linifanib,C2orf42,-1.15243277095613
Linifanib,PSMA2,2.20776995023092
Linifanib,IL6,2.47333093200411
Linifanib,ZDHHC7,-1.49291560763404
Linifanib,MAGEH1,2.83219380605788
Linifanib,BBS1,1.18212538106101
Linifanib,SECISBP2L,-1.5022558371226
Linifanib,CENPN,-1.46299879323868
Linifanib,VWA9,-0.925830120132083
Linifanib,MAP3K4,-2.06432570729937
Linifanib,ERCC3,-1.80916468302409
Linifanib,REN,1.28296078386761
Linifanib,STX6,1.65877684525081
Linifanib,CREBL2,2.0245972644715
Linifanib,MMRN1,-1.80389423029763
Linifanib,GRID2,0.673231669834682
Linifanib,RPL13A,-1.23997503235226
Linifanib,KHDRBS1,-1.26712561789013
Linifanib,TLE6,-0.916398882865906
Linifanib,ZNF146,-1.99308822268531
Linifanib,CSN1S1,0.864520901725405
Linifanib,SETD2,-1.52822839646112
Linifanib,POLR3E,-1.7070411386944
Linifanib,MRPL17,-1.71466638928368
Linifanib,DDX47,-1.88773137047176
Linifanib,RNF111,-1.30961222308023
Linifanib,BIRC7,1.402519878887
Linifanib,CBLL1,-1.18931551206679
Linifanib,EIF2B2,-1.21442105656578
Linifanib,PON1,1.51742210274651
Linifanib,PRPF4,-4.17813503174555
Linifanib,ENTPD7,-1.2188088666825
Linifanib,GEMIN6,-1.46494154703049
Linifanib,EHD3,2.54398887498038
Linifanib,WDR25,-1.3213898851758
Linifanib,NOP2,-1.94670929227556
Linifanib,EML4,-1.70677827653431
Linifanib,CCRL2,2.00589716434479
Linifanib,YARS2,-1.56712017740522
Linifanib,THUMPD1,-1.38411352747962
Linifanib,ZYX,-2.68330332211085
Linifanib,RNF126,-0.926953588213243
Linifanib,RSAD1,-1.68647284734816
Linifanib,GPRC5C,-1.89168754078093
Linifanib,ADTRP,1.2129096076602
Linifanib,EXOSC10,-1.52414778300694
Linifanib,RIC3,0.747791449228924
Linifanib,CXorf36,0.97517120270502
Linifanib,CEBPB,-3.76136828604198
Linifanib,PCDH17,1.88388575258709
Linifanib,ERO1B,1.25758385658264
Linifanib,HSPB3,1.48839554332552
Linifanib,C9orf40,-1.27912756374904
Linifanib,MVD,-1.19154236430213
Linifanib,KIF18A,-1.59741624764033
Linifanib,NUP62,-2.99061288152422
Linifanib,MTMR6,-1.98575528462728
Linifanib,GLUD1,1.90293000993275
Linifanib,TRIAP1,-3.11708349273318
Linifanib,NEMF,-1.14440202713012
Linifanib,SIAH2,-2.2119483096259
Linifanib,TRPS1,3.20700548376356
Linifanib,RS1,0.735712619054884
Linifanib,FZD1,2.10187039488838
Linifanib,TXNL4A,-2.2845732825143
Linifanib,ABT1,-1.04914471081325
Linifanib,GTF3C4,-1.32022774787176
Linifanib,VPS37C,-1.47762758958907
Linifanib,FXR1,-2.04771466482253
Linifanib,FEM1B,-1.31060006504967
Linifanib,GPR17,1.55514672256651
Linifanib,UPB1,1.50754376252492
Linifanib,WDR59,-1.39444407962617
Linifanib,PTOV1,-2.1107839175633
Linifanib,DENND3,-2.02243860562642
Linifanib,ARHGAP28,1.2216142870131
Linifanib,HOXB5,1.99112184842428
Linifanib,NEIL1,-1.26444629260472
Linifanib,BRD3,-1.94150543780554
Linifanib,MTHFD2,-2.55599561191741
Linifanib,RLF,-1.87142017909459
Linifanib,SEC62,-2.33417263485136
Linifanib,CCDC94,-1.16122827075776
Linifanib,CD84,2.65429619380406
Linifanib,EFCAB1,1.65645348458063
Linifanib,NDEL1,-2.38444436164129
Linifanib,EGFL6,2.93441220976058
Linifanib,PSG4,1.80980155581519
Linifanib,DGKA,1.85369089103881
Linifanib,DNMT3B,-2.38505268096924
Linifanib,ITIH1,1.92473502386184
Linifanib,ADGRA3,-2.51263080892108
Linifanib,AAR2,-1.11089462325686
Linifanib,MDN1,-1.69749143010094
Linifanib,TEFM,-1.77869041193099
Linifanib,LBP,2.41382667564211
Linifanib,BNIP2,-1.57589511644273
Linifanib,TBRG4,-1.21255241121564
Linifanib,TRHR,0.777412982214062
Linifanib,USP16,-1.23812098730178
Linifanib,PDE4D,-2.02278923988342
Linifanib,BAZ1A,-2.01599305016654
Linifanib,FZR1,-0.814917280560445
Linifanib,PUS3,-1.32559708754221
Linifanib,ZDHHC13,1.80998525165376
Linifanib,SLC38A4,2.05301464171637
Linifanib,SLC35E3,1.6885427066258
Linifanib,CSNK1G2,-1.62393358775548
Linifanib,ZNF330,-1.84792340369452
Linifanib,TRIB2,3.77952256089165
Linifanib,TRMO,-1.02815967514401
Linifanib,NOTCH4,2.00863965352376
Linifanib,OR12D3,0.855545520782467
Linifanib,GLRX,-3.46729847363063
Linifanib,INTS12,-1.64764501367296
Linifanib,SULT1A2,-1.2936848685855
Linifanib,MAPKAPK2,-2.5823312827519
Linifanib,PLEKHA2,1.2760683809008
Linifanib,CRAT,-1.87877258232662
Linifanib,KCNA1,0.744856244041806
Linifanib,SMAD9,-0.663942995525541
Linifanib,KMO,2.59025524485679
Linifanib,UBE3C,-2.37438271159217
Linifanib,EFHD2,-3.4550963129316
Linifanib,GNG10,1.53748695055644
Linifanib,LRPPRC,-1.85070726985024
Linifanib,IGBP1,-2.20310596057346
Linifanib,FZD6,2.32855992090134
Linifanib,RAP1GDS1,-1.9607552687327
Linifanib,ZKSCAN5,-0.994493711562384
Linifanib,RPL4,-0.767727647508889
Linifanib,PANK4,-1.63534942127409
Linifanib,PPP2R2A,-1.98590833232516
Linifanib,MYO3A,0.647232135136919
Linifanib,SRPRB,-2.03234572069985
Linifanib,LAIR1,2.27808701424372
Linifanib,NIPSNAP3B,1.75468447662535
Linifanib,UBE2G1,-2.12760544958568
Linifanib,ENPEP,1.9598878622055
Linifanib,GMEB2,-1.11764416808174
Linifanib,RPL14,-1.98431745029631
Linifanib,RAP1GAP2,-2.3660187494187
Linifanib,DDR1,1.31899199031648
Linifanib,ZNF701,1.4427999712172
Linifanib,ADCYAP1,1.46336349986848
Linifanib,ITM2B,1.50272102583023
Linifanib,CYP3A7,1.77724958033789
Linifanib,GAR1,-1.67603124891008
Linifanib,HSPH1,-2.64185909997848
Linifanib,RANGAP1,-1.18461617969331
Linifanib,PIM1,2.37647817816053
Linifanib,EIF2S1,-1.48176312446594
Linifanib,CSN3,0.959773239635288
Linifanib,ECHDC3,2.99181597005753
Linifanib,NAT9,-1.41355243183317
Linifanib,SSTR4,1.16722204004016
Linifanib,FIGF,1.66246223733539
Linifanib,KIF15,-1.07401281311398
Linifanib,IGFBP5,5.66760096415168
Linifanib,ATP8A1,-1.88654228619167
Linifanib,MEX3C,-1.71410950592586
Linifanib,SPATA2L,-1.69492627325512
Linifanib,PRKCQ,1.58558317593166
Linifanib,CFH,2.0050467366264
Linifanib,PMAIP1,1.57759452433813
Linifanib,NCOA2,1.70904189064389
Linifanib,ARIH1,-1.27420273848942
Linifanib,FAM193A,-1.2176898150217
Linifanib,ZPR1,-1.69470393090021
Linifanib,THUMPD2,-1.19521226201738
Linifanib,CSTF1,-1.12770552862258
Linifanib,BTRC,-1.00695306914193
Linifanib,AHI1,-1.04968537603106
Linifanib,FAM216A,-1.65544436659131
Linifanib,MAPK6,-3.3949217682793
Linifanib,NOL9,-1.18695123990377
Linifanib,DIEXF,-1.05957882744926
Linifanib,STOML2,-1.94745517912365
Linifanib,CYP2B6,1.14344911348252
Linifanib,RRP1B,-1.93894526504335
Linifanib,LMO2,-2.99295210838318
Linifanib,ZNF711,1.45445212863741
Linifanib,MRPS7,-2.34633235704331
Linifanib,CASP9,-1.1795133068448
Linifanib,DNAJC9,-1.47647033418928
Linifanib,SMARCE1,-1.43548982483999
Linifanib,IP6K2,-1.82705619789306
Linifanib,SLC19A3,1.3947149515152
Linifanib,SLC25A44,-1.62830943153018
Linifanib,GTF3C3,-1.55373735654921
Linifanib,PSG7,1.23331683022635
Linifanib,C20orf24,-1.72663857823326
Linifanib,IFT27,1.22140952519008
Linifanib,CELSR1,2.40361701306843
Linifanib,TCERG1,-1.37642925126212
Linifanib,SLC17A2,1.52746812502543
Linifanib,CLCNKB,1.19077748911722
Linifanib,ATP7B,-1.25520157814026
Linifanib,PSG6,1.60465435754685
Linifanib,MLH3,-1.20711026872907
Linifanib,DSTN,2.31892820766994
Linifanib,PIAS2,-1.27893876461756
Linifanib,CFHR2,2.07638917082832
Linifanib,PIP5K1B,-2.15421870776585
Linifanib,ARAP1,1.65593587216877
Linifanib,ARPP19,-3.47579113642375
Linifanib,C21orf2,0.815804793721158
Linifanib,RBM28,-1.48118862651643
Linifanib,KCNK15,0.692106899761017
Linifanib,CHST8,-0.983581554322014
Linifanib,SCTR,-0.725950292178564
Linifanib,JMJD6,-5.27591142200287
Linifanib,INSIG1,2.10722491854713
Linifanib,DPYS,1.89454652014233
Linifanib,LTN1,-1.29378894964854
Linifanib,NIPAL2,1.13251591296423
Linifanib,RSL1D1,-2.14774428095137
Linifanib,SLBP,-1.55212413697016
Linifanib,SUB1,-2.72751830873035
Linifanib,KDSR,-1.69513726234436
Linifanib,PPP4R3A,-1.6307905174437
Linifanib,TRAF4,-2.32164655980609
Linifanib,GPR137,0.974316812696911
Linifanib,POP7,-1.68667135919843
Linifanib,KCNE1,0.590952123914446
Linifanib,WEE1,-2.10586292403085
Linifanib,GLDC,-2.34062906106313
Linifanib,HLA-C,1.92815097173055
Linifanib,DDX39A,-2.08048965817406
Linifanib,BRIX1,-1.34273748170762
Linifanib,SMYD5,-1.0440894081479
Linifanib,PVR,-1.4315611180805
Linifanib,CCDC85C,-0.896934049470085
Linifanib,GJA5,0.737085172108244
Linifanib,DUSP12,-1.68052299817403
Linifanib,ARSD,0.76302549384889
Linifanib,ANKLE2,-1.49278959773836
Linifanib,CD4,2.02651693423589
Linifanib,MRPL12,-1.42227060454231
Linifanib,NCAPH,-1.61571014495122
Linifanib,LRRC20,-1.69945801439739
Linifanib,SPATA5L1,-1.67101906594776
Linifanib,DDX10,-2.16983979088919
Linifanib,SPDEF,2.15807412919544
Linifanib,LAMTOR3,-1.85321541059585
Linifanib,CA5B,1.23070719696227
Linifanib,FUT1,2.11212582247598
Linifanib,USP14,0.948645171665013
Linifanib,HLA-G,1.32122421832312
Linifanib,MARCKSL1,-4.31224882035028
Linifanib,BORA,-1.10103998297737
Linifanib,AKAP10,-1.54841558706193
Linifanib,GLUD2,1.43426396733239
Linifanib,DUS1L,-2.70274921825953
Linifanib,ZNF227,-1.07984800565811
Linifanib,CRNN,1.79261829739525
Linifanib,SRRT,-2.08725707871573
Linifanib,TIPIN,-1.51788191000621
Linifanib,CHMP6,-2.11440062522888
Linifanib,CDC25B,-3.11516395636967
Linifanib,ZNF408,-1.12376282896314
Linifanib,BIRC2,-2.38718966075352
Linifanib,SLC22A3,-1.71921852656773
Linifanib,TIMM17A,-1.98023201170421
Linifanib,RANBP6,-1.95346861793881
Linifanib,COG7,0.720393328439629
Linifanib,SAP30L,-1.40639363016401
Linifanib,COL4A1,1.97947835922241
Linifanib,FNBP1L,-2.15219111669631
Linifanib,FOXI1,1.09429293019431
Linifanib,RPS3A,-0.584200223286935
Linifanib,RNF114,-1.37153165681022
Linifanib,WIPF2,-1.31335082508268
Linifanib,MCCC2,1.58840785707746
Linifanib,TEX10,-1.85715244497571
Linifanib,MOCS1,1.60527448994773
Linifanib,SLC11A1,2.37854698158446
Linifanib,FAM114A2,1.29529257615407
Linifanib,ADH1C,1.31535033384959
Linifanib,KAT6B,-1.93759236449287
Linifanib,TREML2,1.03310707069579
Linifanib,SOX13,1.89271799155644
Linifanib,GRPR,1.3938075928461
Linifanib,ELF1,-1.9816742056892
Linifanib,WDR37,-1.72854997998192
Linifanib,HLA-F,1.68201706522987
Linifanib,C5orf42,0.86468933309827
Linifanib,ACIN1,-1.2212666443416
Linifanib,RLN1,2.08261451834723
Linifanib,FA2H,-1.67635869412195
Linifanib,ABCE1,-1.66756719634646
Linifanib,FGF5,1.05251063051678
Linifanib,PFKM,2.72529257479168
Linifanib,SULT1A1,-1.5935796101888
Linifanib,GABPB1,-1.37315914744422
Linifanib,KLHDC4,-1.20330490952447
Linifanib,RAD54L2,-1.13969885735285
Linifanib,TAS2R1,1.1049150682631
Linifanib,PPRC1,-1.48499316260928
Linifanib,COL9A1,1.34945440292359
Linifanib,NLGN4Y,0.88955932004111
Linifanib,ANGPTL2,2.42080188932873
Linifanib,HDGFRP3,1.38610843817393
Linifanib,POU4F1,-1.55582775956108
Linifanib,NSMCE4A,-1.09501154082162
Linifanib,NOP14,-1.57163521221706
Linifanib,RHOQ,1.44854925359998
Linifanib,CA4,2.00559302454904
Linifanib,OCA2,1.2808674176534
Linifanib,MAP3K9,-1.13973250275566
Linifanib,MYOD1,-0.953738831338433
Linifanib,CCL17,-1.64624425343105
Linifanib,KIAA0430,-1.47194402558463
Linifanib,ETV4,-1.83884725116548
Linifanib,POLR2F,-1.02462365513756
Linifanib,F2RL1,-3.01718417803446
Linifanib,EIF3F,-2.11822898047311
Linifanib,ZNF668,-1.17642853941236
Linifanib,AURKAIP1,-1.20981320880708
Linifanib,DHRS12,1.08879656451089
Linifanib,C2CD5,-2.38404266039531
Linifanib,DDX49,-1.00201292265029
Linifanib,ADIRF,3.31241212004707
Linifanib,HPSE,2.55243689673287
Linifanib,STX4,-1.52646059081667
Linifanib,NUP93,-2.59748391878037
Linifanib,NCK2,-1.73926736059643
Linifanib,GDI1,1.26895175093696
Linifanib,TESPA1,0.870766316141402
Linifanib,IL10RB,1.93637898422423
Linifanib,LRRC47,-1.53547850109282
Linifanib,LMBR1L,-1.08386723768144
Linifanib,THAP1,-1.1309795436405
Linifanib,PDGFA,-2.82919359774816
Linifanib,WBP11,-1.76822501137142
Linifanib,MYLIP,-1.52019931021191
Linifanib,SLC6A12,1.36291781493596
Linifanib,PTK2B,1.78728360221499
Linifanib,TXNL1,-1.913143714269
Linifanib,NELFB,-1.88457626388186
Linifanib,LINC00115,-0.825212921415055
Linifanib,BCR,-1.93939748264494
Linifanib,TMBIM4,1.10986131713504
Linifanib,ANKRD27,-1.47886348338354
Linifanib,APCS,1.42721291383108
Linifanib,CMPK1,-1.88019752502441
Linifanib,GTSE1,-1.51055349622453
Linifanib,RFC1,-1.45040180569603
Linifanib,RB1CC1,-1.74016337735312
Linifanib,C8G,1.00386196091062
Linifanib,KIR2DS4,0.676330980800446
Linifanib,AMD1,-2.52682469004676
Linifanib,ZBED2,2.03640009675707
Linifanib,TFAM,-1.17087963649204
Linifanib,AP3S1,1.52952820914132
Linifanib,DCT,2.12061773027693
Linifanib,CHRM5,0.723786314328511
Linifanib,CACNG4,1.13249008428483
Linifanib,ASTE1,-0.98680031299591
Linifanib,UIMC1,-1.20083656197502
Linifanib,NLRP2,2.54068260533469
Linifanib,MYL2,1.97704791455042
Linifanib,THAP3,-0.647876620292663
Linifanib,ARNTL,-1.37322877702259
Linifanib,SOX2,1.76755328973134
Linifanib,GMNN,-2.09638450259254
Linifanib,C2orf47,-1.38979161353338
Linifanib,SEMA3C,4.33091821273168
Linifanib,INHBE,1.78991372244699
Linifanib,PCDH12,1.05260683809008
Linifanib,TRIM22,3.47824357804798
Linifanib,PCGF1,-1.91850456737336
Linifanib,PLD1,-1.10213943322499
Linifanib,ANXA9,1.66584015460241
Linifanib,DDIT3,-1.61919006279537
Linifanib,PALB2,-1.62815902346656
Linifanib,CSRNP2,-1.31210293088641
Linifanib,AFF1,-1.37444957381203
Linifanib,ZNF45,-1.33852045308976
Linifanib,LNPEP,1.02870806058248
Linifanib,PAQR5,0.804799568085445
Linifanib,TDG,-2.19849451382954
Linifanib,DPH5,-1.33804423468453
Linifanib,KCTD7,-1.16268495718638
Linifanib,KMT5A,-1.02466697352273
Linifanib,NSA2,-1.55096555891491
Linifanib,MSH6,-1.70938467979431
Linifanib,NBR1,1.80431122439248
Linifanib,CD5,1.05601435615903
Linifanib,LRRC32,2.06174824351356
Linifanib,ADRA2B,0.844283245858691
Linifanib,CEBPG,-1.45141027087257
Linifanib,ASAP1,-1.31999517622448
Linifanib,TMEM185B,-1.51924318926675
Linifanib,ADH1A,1.6076223282587
Linifanib,SPINK4,-2.36903053238278
Linifanib,LCN1,1.38518332299732
Linifanib,COL8A2,1.73987515199752
Linifanib,VPS72,1.89715609664009
Linifanib,IST1,-2.633986836388
Linifanib,AVPR2,0.839803553762888
Linifanib,CRABP2,2.72415717442829
Linifanib,MAGEC1,1.13063895986193
Linifanib,CDK5R1,1.42960959672928
Linifanib,TOP2A,-1.03037478810265
Linifanib,FOXK2,-1.81086762746175
Linifanib,BAG3,-2.23994332835787
Linifanib,RPS6KA1,-3.24427080154419
Linifanib,KIRREL,1.22010512011392
Linifanib,ADAM9,2.48736783436367
Linifanib,LLGL2,-1.82022933165233
